id,EAP,HPL,MWS
id23049,0.004726,0.021733,0.973541
id05826,0.265978,0.382974,0.351049
id17916,0.529231,0.276016,0.194753
id14081,0.446801,0.005783,0.547416
id10527,0.031418,0.011449,0.957133
id16059,0.064248,0.623502,0.312250
id25542,0.949626,0.042017,0.008357
id05402,0.006451,0.021852,0.971697
id01927,0.745414,0.037163,0.217423
id27656,0.261011,0.021480,0.717509
id06708,0.267148,0.149582,0.583269
id03524,0.521063,0.259078,0.219859
id12297,0.917332,0.039978,0.042689
id03439,0.980611,0.015510,0.003879
id04587,0.001480,0.996553,0.001967
id25470,0.035955,0.963325,0.000720
id01212,0.349221,0.415106,0.235674
id13932,0.285427,0.393623,0.320950
id00124,0.105219,0.030265,0.864516
id01592,0.929503,0.015719,0.054778
id13461,0.400427,0.174981,0.424592
id24681,0.095983,0.184123,0.719894
id23245,0.169665,0.012938,0.817397
id14073,0.384980,0.072056,0.542964
id05172,0.905433,0.008565,0.086002
id21979,0.330305,0.217401,0.452294
id00328,0.336730,0.130115,0.533155
id26102,0.665597,0.204212,0.130191
id14867,0.161990,0.385174,0.452836
id27544,0.130603,0.851385,0.018012
id16228,0.810440,0.047913,0.141647
id16342,0.379777,0.397117,0.223106
id24933,0.969376,0.011278,0.019346
id04601,0.508221,0.149219,0.342560
id01599,0.031096,0.935198,0.033706
id06238,0.683147,0.178320,0.138533
id06826,0.170169,0.356533,0.473298
id23307,0.872393,0.119970,0.007637
id13575,0.946416,0.026508,0.027075
id24174,0.489774,0.091923,0.418303
id19534,0.118725,0.458233,0.423042
id19602,0.041095,0.007559,0.951345
id26962,0.116770,0.860082,0.023148
id04448,0.227647,0.765569,0.006784
id09786,0.404216,0.547096,0.048688
id25240,0.270616,0.635128,0.094256
id14893,0.870352,0.111081,0.018567
id24221,0.951067,0.036484,0.012449
id04696,0.839441,0.017758,0.142801
id15153,0.152931,0.510958,0.336111
id13882,0.001427,0.997820,0.000753
id17836,0.181113,0.720556,0.098331
id00574,0.262846,0.542152,0.195002
id02078,0.106248,0.514708,0.379044
id21206,0.180030,0.747940,0.072030
id20084,0.830917,0.038419,0.130663
id26598,0.086713,0.002553,0.910735
id06838,0.112064,0.011997,0.875939
id08786,0.289246,0.145825,0.564929
id09550,0.025150,0.443319,0.531531
id10206,0.931573,0.018358,0.050069
id21113,0.740697,0.125670,0.133634
id21151,0.452877,0.483729,0.063394
id02692,0.985635,0.009510,0.004855
id26446,0.320678,0.447897,0.231425
id07377,0.314154,0.661825,0.024021
id15998,0.689799,0.290958,0.019243
id19637,0.699349,0.096065,0.204586
id19735,0.129898,0.727384,0.142717
id13739,0.223748,0.052242,0.724011
id25175,0.563779,0.353099,0.083121
id00563,0.220011,0.471112,0.308877
id09982,0.763511,0.012703,0.223786
id15459,0.000069,0.999918,0.000013
id20785,0.037891,0.015834,0.946275
id07145,0.007136,0.246334,0.746530
id22204,0.263094,0.547501,0.189405
id09285,0.889106,0.004158,0.106736
id18157,0.007372,0.003233,0.989394
id12134,0.052236,0.072609,0.875155
id23914,0.948616,0.012766,0.038619
id10483,0.975522,0.017241,0.007237
id07092,0.911719,0.048466,0.039815
id14786,0.262412,0.209670,0.527917
id25741,0.761814,0.070504,0.167682
id09050,0.084666,0.904808,0.010527
id04938,0.866663,0.059873,0.073464
id05901,0.167787,0.194679,0.637534
id16975,0.048597,0.933586,0.017817
id08547,0.012476,0.003426,0.984098
id16355,0.852945,0.014967,0.132087
id14568,0.780907,0.003484,0.215609
id25599,0.083892,0.644688,0.271419
id01670,0.012278,0.981369,0.006353
id23945,0.298158,0.694973,0.006869
id17394,0.077858,0.005985,0.916156
id06501,0.060868,0.836908,0.102224
id26234,0.226864,0.737759,0.035377
id21280,0.060932,0.004081,0.934987
id20048,0.011822,0.012240,0.975938
id01216,0.353140,0.250456,0.396404
id25320,0.923697,0.024619,0.051684
id22833,0.194887,0.320158,0.484955
id22056,0.323897,0.454320,0.221783
id02275,0.059141,0.869728,0.071132
id26127,0.251545,0.046520,0.701936
id17011,0.132318,0.849460,0.018222
id13847,0.948209,0.014721,0.037070
id00013,0.077647,0.892821,0.029532
id16463,0.936316,0.011174,0.052510
id04845,0.273809,0.603932,0.122259
id01787,0.043241,0.078143,0.878616
id08637,0.938405,0.034059,0.027536
id11414,0.035908,0.005976,0.958117
id13177,0.238961,0.437957,0.323082
id24517,0.808493,0.173149,0.018358
id26838,0.718164,0.050764,0.231072
id23081,0.034944,0.937877,0.027179
id16327,0.333305,0.551495,0.115199
id27282,0.117613,0.879078,0.003309
id07489,0.616196,0.107239,0.276565
id01718,0.017566,0.006567,0.975868
id15441,0.920940,0.026183,0.052877
id27736,0.042071,0.281260,0.676669
id16324,0.010073,0.059706,0.930220
id12027,0.179787,0.042376,0.777836
id24653,0.035875,0.963230,0.000895
id17541,0.350993,0.091553,0.557454
id22406,0.145495,0.493487,0.361018
id18356,0.584973,0.278594,0.136433
id04505,0.350223,0.221578,0.428199
id04246,0.403496,0.287782,0.308723
id07368,0.454988,0.236185,0.308827
id26185,0.112381,0.012611,0.875007
id08878,0.635156,0.182599,0.182245
id27691,0.011894,0.002397,0.985709
id18004,0.440232,0.289570,0.270199
id24426,0.707336,0.127539,0.165125
id14164,0.925875,0.053429,0.020695
id12653,0.007044,0.974878,0.018078
id18060,0.230628,0.089995,0.679377
id18556,0.261506,0.180740,0.557754
id27371,0.100211,0.119302,0.780487
id11989,0.200573,0.710854,0.088573
id26095,0.932410,0.021482,0.046107
id24978,0.331225,0.226862,0.441913
id20322,0.572111,0.034232,0.393657
id01954,0.879353,0.112425,0.008223
id07434,0.040473,0.317178,0.642349
id18144,0.013797,0.013856,0.972347
id16250,0.463614,0.410568,0.125818
id17793,0.066720,0.076068,0.857212
id24067,0.261550,0.035511,0.702939
id13891,0.335906,0.012895,0.651199
id07334,0.101687,0.746919,0.151394
id15633,0.004799,0.990737,0.004464
id23239,0.765916,0.043863,0.190221
id10674,0.236361,0.045147,0.718492
id22093,0.418617,0.333682,0.247701
id08444,0.434507,0.370696,0.194797
id03257,0.057190,0.037709,0.905100
id10040,0.374930,0.592756,0.032314
id04902,0.023334,0.000814,0.975852
id01219,0.479273,0.394576,0.126152
id01340,0.797315,0.166566,0.036119
id05117,0.022680,0.961026,0.016294
id04908,0.565258,0.023235,0.411507
id03626,0.044055,0.003375,0.952570
id01888,0.819705,0.151195,0.029100
id17199,0.122449,0.028667,0.848884
id11200,0.443650,0.514314,0.042036
id27561,0.433731,0.084740,0.481529
id20966,0.050284,0.857577,0.092139
id10257,0.103067,0.792431,0.104502
id21168,0.062768,0.789746,0.147486
id23363,0.010317,0.008614,0.981070
id05321,0.265348,0.634173,0.100480
id09928,0.031629,0.009594,0.958777
id18015,0.894316,0.103962,0.001722
id02082,0.087711,0.898235,0.014054
id19279,0.693617,0.114452,0.191931
id08541,0.212890,0.581584,0.205527
id15249,0.026184,0.906004,0.067812
id03609,0.071312,0.442788,0.485900
id22902,0.110558,0.016989,0.872453
id17733,0.940388,0.054934,0.004678
id07554,0.112399,0.091250,0.796351
id14120,0.796615,0.024251,0.179133
id21802,0.247479,0.673446,0.079076
id15614,0.122528,0.862148,0.015325
id19437,0.011157,0.007769,0.981074
id22698,0.898136,0.084967,0.016896
id21841,0.012481,0.975586,0.011934
id16177,0.682955,0.237932,0.079112
id15887,0.086528,0.139490,0.773982
id22629,0.432858,0.331174,0.235968
id10346,0.919438,0.021653,0.058909
id05154,0.732085,0.106460,0.161455
id22913,0.731224,0.208689,0.060087
id10544,0.291028,0.164818,0.544155
id08703,0.101004,0.840500,0.058496
id12817,0.287816,0.022611,0.689574
id25433,0.761035,0.065675,0.173290
id25112,0.175065,0.042644,0.782291
id05054,0.047444,0.807176,0.145380
id02311,0.059761,0.826963,0.113277
id22160,0.332817,0.319298,0.347885
id17422,0.997883,0.000597,0.001520
id18985,0.911505,0.063796,0.024698
id21905,0.087160,0.013271,0.899569
id17474,0.806690,0.068440,0.124870
id15236,0.023943,0.922036,0.054022
id13964,0.393044,0.153286,0.453670
id15962,0.002540,0.995172,0.002288
id20866,0.059326,0.319176,0.621498
id06625,0.665922,0.023960,0.310118
id09793,0.454181,0.112341,0.433478
id17365,0.079046,0.897873,0.023081
id18463,0.078921,0.909672,0.011406
id20693,0.146257,0.599304,0.254439
id08785,0.007792,0.986908,0.005300
id06783,0.148525,0.754667,0.096808
id23178,0.292960,0.036297,0.670744
id13513,0.066500,0.893420,0.040080
id25361,0.027674,0.019454,0.952872
id22319,0.637534,0.252329,0.110136
id14024,0.220858,0.076237,0.702905
id24186,0.037171,0.947448,0.015381
id20965,0.841173,0.049373,0.109454
id06242,0.137255,0.039291,0.823454
id25665,0.097954,0.081522,0.820524
id09706,0.573142,0.083488,0.343371
id11026,0.000248,0.998615,0.001137
id04223,0.884838,0.069687,0.045474
id19674,0.004015,0.978674,0.017312
id23420,0.067040,0.530281,0.402678
id18059,0.502039,0.473129,0.024832
id22576,0.716040,0.180363,0.103597
id18495,0.007017,0.967216,0.025767
id14139,0.952915,0.012769,0.034316
id18313,0.122075,0.848238,0.029688
id27356,0.987560,0.010817,0.001623
id16035,0.237450,0.008065,0.754486
id04182,0.242073,0.292687,0.465240
id15667,0.755314,0.080579,0.164107
id08713,0.928317,0.039257,0.032425
id25563,0.003390,0.993591,0.003019
id17023,0.995406,0.003175,0.001419
id03014,0.000113,0.995425,0.004462
id23812,0.017286,0.980686,0.002028
id20057,0.055797,0.464729,0.479474
id12385,0.601749,0.221868,0.176383
id24416,0.369670,0.575205,0.055124
id15672,0.107238,0.675086,0.217676
id13868,0.781426,0.200995,0.017579
id21095,0.062511,0.054803,0.882686
id05305,0.358868,0.524327,0.116804
id15384,0.131115,0.128317,0.740568
id14049,0.094116,0.010600,0.895284
id23441,0.735032,0.212336,0.052632
id12856,0.121465,0.007104,0.871431
id16055,0.008713,0.005397,0.985890
id24771,0.124649,0.573369,0.301982
id14053,0.349802,0.276397,0.373801
id19547,0.056192,0.135611,0.808197
id03639,0.087073,0.884957,0.027970
id14546,0.537187,0.422141,0.040673
id13935,0.267985,0.010328,0.721686
id20335,0.047746,0.843042,0.109212
id07301,0.262873,0.038109,0.699018
id10186,0.581733,0.008071,0.410196
id00192,0.448363,0.149523,0.402115
id17851,0.838052,0.149145,0.012804
id08403,0.590531,0.331778,0.077691
id06183,0.315537,0.130934,0.553529
id24738,0.089971,0.311227,0.598802
id15112,0.697585,0.016299,0.286116
id19819,0.010254,0.006014,0.983732
id17722,0.027904,0.017158,0.954938
id24273,0.053048,0.889282,0.057670
id18939,0.152297,0.022935,0.824768
id16076,0.568441,0.397819,0.033740
id23158,0.183474,0.024658,0.791868
id12745,0.841100,0.077150,0.081749
id22538,0.055611,0.572678,0.371711
id14975,0.189931,0.774345,0.035724
id27537,0.695542,0.178658,0.125800
id06632,0.118702,0.105431,0.775868
id08100,0.271464,0.702511,0.026024
id00843,0.988953,0.001791,0.009256
id22159,0.063169,0.007591,0.929239
id18672,0.623487,0.013108,0.363405
id06916,0.266611,0.657194,0.076195
id22212,0.272317,0.315493,0.412191
id00273,0.276536,0.048713,0.674752
id26325,0.124985,0.648647,0.226368
id23683,0.244202,0.715943,0.039855
id14419,0.209102,0.633044,0.157854
id11931,0.012158,0.984225,0.003617
id00568,0.279942,0.633447,0.086611
id12271,0.933659,0.021483,0.044858
id12622,0.839331,0.110802,0.049866
id03156,0.220797,0.547862,0.231341
id25592,0.800373,0.137581,0.062046
id24367,0.929898,0.013222,0.056880
id16007,0.123638,0.042165,0.834197
id04785,0.315202,0.362155,0.322643
id07888,0.057504,0.099706,0.842790
id13557,0.065708,0.906111,0.028181
id20726,0.817657,0.074733,0.107611
id09580,0.894770,0.054837,0.050393
id05173,0.105340,0.885708,0.008952
id10394,0.016737,0.975600,0.007663
id03926,0.198536,0.322182,0.479281
id07264,0.507807,0.043003,0.449190
id01862,0.051824,0.515345,0.432831
id20808,0.477462,0.422804,0.099734
id26658,0.376191,0.209141,0.414669
id04479,0.128537,0.196808,0.674655
id17445,0.093022,0.689299,0.217678
id04430,0.003797,0.950729,0.045474
id06052,0.221233,0.031726,0.747041
id11485,0.355912,0.112318,0.531770
id13060,0.295086,0.039980,0.664935
id20873,0.617296,0.050375,0.332329
id21927,0.049126,0.931303,0.019570
id02736,0.693972,0.013401,0.292627
id11234,0.195694,0.123221,0.681085
id27894,0.942885,0.011161,0.045954
id23208,0.057778,0.046900,0.895321
id18470,0.241626,0.616188,0.142186
id23172,0.039552,0.927338,0.033110
id08752,0.247261,0.351693,0.401046
id14242,0.034657,0.076800,0.888543
id22908,0.894031,0.032742,0.073227
id17454,0.281055,0.341458,0.377487
id23797,0.937290,0.027754,0.034956
id03788,0.683518,0.106599,0.209883
id23682,0.212705,0.061957,0.725338
id07179,0.921363,0.069830,0.008806
id09746,0.045298,0.949250,0.005452
id26613,0.105215,0.147418,0.747367
id05142,0.993543,0.005171,0.001286
id04825,0.007882,0.970657,0.021461
id13691,0.099552,0.166333,0.734115
id14183,0.004567,0.000840,0.994593
id19519,0.191640,0.071452,0.736908
id26685,0.684812,0.068629,0.246559
id07937,0.348443,0.365331,0.286226
id10574,0.060688,0.929449,0.009863
id15310,0.015587,0.835919,0.148494
id27311,0.000517,0.000358,0.999125
id11590,0.486100,0.154189,0.359711
id19798,0.055653,0.794737,0.149610
id12201,0.830822,0.087223,0.081956
id12460,0.403496,0.287782,0.308723
id12019,0.957474,0.013683,0.028843
id08046,0.272685,0.270999,0.456316
id02989,0.266701,0.275494,0.457805
id26905,0.147524,0.146907,0.705569
id09779,0.997419,0.001911,0.000669
id04359,0.566211,0.072712,0.361077
id01526,0.920727,0.058030,0.021243
id22325,0.151652,0.681896,0.166452
id27878,0.227736,0.281677,0.490586
id06413,0.019598,0.973193,0.007208
id12616,0.187701,0.777393,0.034906
id05301,0.971656,0.008810,0.019534
id13258,0.403415,0.178323,0.418262
id08789,0.032275,0.859404,0.108321
id11776,0.011102,0.933018,0.055880
id21899,0.589726,0.366336,0.043937
id18108,0.139381,0.047667,0.812951
id23585,0.452816,0.373413,0.173770
id22122,0.437012,0.016003,0.546985
id22855,0.517366,0.206343,0.276291
id19551,0.651690,0.009109,0.339201
id18535,0.002977,0.961295,0.035728
id15115,0.327494,0.139564,0.532942
id00678,0.979497,0.018603,0.001899
id21876,0.116833,0.564104,0.319063
id01553,0.461064,0.110092,0.428844
id09456,0.434791,0.414572,0.150638
id01455,0.474333,0.235360,0.290307
id02454,0.000434,0.999238,0.000328
id07911,0.400500,0.118579,0.480920
id13383,0.870748,0.073550,0.055702
id19953,0.193554,0.091394,0.715052
id10316,0.347904,0.405193,0.246903
id01991,0.629894,0.085745,0.284362
id19176,0.937251,0.045291,0.017458
id06744,0.250904,0.132856,0.616240
id09999,0.261850,0.010523,0.727628
id11253,0.029069,0.009123,0.961809
id15089,0.064146,0.903405,0.032449
id16821,0.043751,0.013799,0.942450
id08256,0.953235,0.016488,0.030277
id14844,0.504697,0.267522,0.227781
id25950,0.031462,0.952055,0.016482
id11961,0.003189,0.938728,0.058083
id00092,0.035721,0.060203,0.904076
id13083,0.147881,0.349006,0.503113
id25825,0.533606,0.295041,0.171353
id03045,0.014103,0.016090,0.969807
id19037,0.293343,0.471285,0.235372
id24357,0.100504,0.011001,0.888495
id24449,0.286478,0.233127,0.480395
id22847,0.017078,0.941047,0.041875
id27720,0.966286,0.012405,0.021309
id11619,0.310786,0.599559,0.089655
id03129,0.894099,0.034913,0.070988
id04264,0.018986,0.977376,0.003637
id19748,0.063728,0.011012,0.925260
id20851,0.020176,0.013090,0.966735
id13277,0.970837,0.014042,0.015121
id06419,0.084159,0.910488,0.005352
id00581,0.844907,0.072554,0.082539
id08765,0.737490,0.096649,0.165862
id13492,0.421158,0.274219,0.304622
id12049,0.106753,0.875973,0.017274
id12700,0.840682,0.116534,0.042784
id07697,0.869790,0.041777,0.088432
id00262,0.000326,0.999358,0.000316
id20969,0.127798,0.393883,0.478320
id18465,0.026569,0.010028,0.963403
id10027,0.001538,0.988460,0.010002
id03007,0.134807,0.727645,0.137548
id23465,0.132820,0.363780,0.503400
id09086,0.389342,0.155271,0.455387
id08015,0.088091,0.745534,0.166375
id04285,0.418850,0.275936,0.305214
id04356,0.050865,0.004092,0.945043
id03554,0.255368,0.555408,0.189223
id06922,0.421709,0.480094,0.098197
id15733,0.111888,0.869378,0.018734
id24934,0.235593,0.027899,0.736509
id05529,0.892592,0.048019,0.059389
id00298,0.037464,0.852572,0.109964
id08158,0.721019,0.160012,0.118969
id15135,0.265022,0.231542,0.503437
id06574,0.514999,0.409620,0.075381
id20017,0.001547,0.996220,0.002233
id14386,0.045043,0.040706,0.914251
id24226,0.838946,0.150357,0.010697
id24212,0.761551,0.069492,0.168957
id14116,0.013882,0.019741,0.966377
id14500,0.181013,0.004262,0.814725
id22744,0.077131,0.021111,0.901758
id16163,0.999166,0.000529,0.000306
id17883,0.445677,0.150402,0.403920
id04631,0.031168,0.073135,0.895698
id26517,0.261441,0.165484,0.573075
id12655,0.032898,0.869833,0.097269
id01505,0.374657,0.199581,0.425761
id00104,0.074937,0.028742,0.896321
id20387,0.540734,0.329462,0.129804
id02843,0.058389,0.233405,0.708206
id04361,0.479662,0.076767,0.443572
id26813,0.968117,0.019630,0.012253
id01466,0.042016,0.803504,0.154479
id17090,0.129543,0.639531,0.230926
id06691,0.125312,0.016549,0.858139
id09408,0.830298,0.092708,0.076994
id15285,0.956901,0.012459,0.030640
id16283,0.989129,0.004600,0.006270
id12607,0.563146,0.092901,0.343953
id25965,0.297163,0.015005,0.687832
id07268,0.007468,0.984738,0.007794
id13529,0.023030,0.113954,0.863016
id11969,0.054965,0.932127,0.012908
id20299,0.000770,0.992273,0.006957
id08770,0.057346,0.052273,0.890381
id20730,0.834356,0.059752,0.105892
id06333,0.001998,0.994364,0.003637
id27451,0.823131,0.011452,0.165418
id12111,0.333323,0.028530,0.638147
id06609,0.077370,0.010557,0.912072
id12299,0.948414,0.026852,0.024734
id23264,0.985041,0.001163,0.013796
id04222,0.273145,0.250523,0.476331
id17229,0.076156,0.899658,0.024186
id24365,0.019778,0.028026,0.952196
id18294,0.027281,0.968462,0.004257
id04493,0.852966,0.084994,0.062040
id27575,0.985089,0.004880,0.010031
id03801,0.534362,0.019579,0.446059
id11611,0.132199,0.463036,0.404765
id01632,0.163307,0.157590,0.679103
id06510,0.224134,0.634614,0.141251
id20431,0.410615,0.115551,0.473833
id23529,0.697057,0.214170,0.088773
id13951,0.015722,0.055399,0.928879
id00803,0.015751,0.968982,0.015267
id06737,0.866868,0.105646,0.027486
id24288,0.504291,0.093967,0.401741
id08385,0.069209,0.880770,0.050021
id22859,0.006634,0.991611,0.001755
id22234,0.117912,0.120264,0.761824
id10365,0.008692,0.990767,0.000541
id00865,0.122745,0.221631,0.655625
id19405,0.014568,0.009772,0.975660
id11246,0.106590,0.004489,0.888921
id19587,0.004845,0.030178,0.964976
id24614,0.267045,0.699806,0.033149
id23623,0.975414,0.010388,0.014198
id15271,0.765951,0.066598,0.167451
id20478,0.132309,0.003621,0.864070
id25277,0.911295,0.007383,0.081322
id22004,0.925577,0.022151,0.052272
id16728,0.008965,0.987964,0.003071
id06907,0.429122,0.184650,0.386228
id11895,0.006272,0.988045,0.005683
id13802,0.612546,0.033493,0.353962
id18459,0.107402,0.872269,0.020329
id21371,0.769013,0.129130,0.101856
id11408,0.116106,0.874261,0.009633
id05442,0.586526,0.338140,0.075333
id21499,0.457163,0.180336,0.362500
id18066,0.212520,0.595658,0.191822
id23617,0.101459,0.092129,0.806412
id07725,0.033146,0.266353,0.700501
id24627,0.344746,0.128669,0.526585
id19108,0.930079,0.034268,0.035653
id11800,0.011938,0.001184,0.986878
id14588,0.883469,0.051016,0.065515
id27474,0.837260,0.144428,0.018312
id07924,0.744622,0.069316,0.186062
id10772,0.963000,0.011133,0.025867
id19235,0.064810,0.345972,0.589219
id13647,0.343781,0.338531,0.317688
id08673,0.455160,0.067114,0.477726
id24850,0.009698,0.956073,0.034229
id11764,0.929556,0.007645,0.062799
id05197,0.290879,0.505431,0.203690
id23600,0.209661,0.017666,0.772672
id14699,0.015483,0.976817,0.007701
id26801,0.649456,0.065087,0.285457
id25664,0.633311,0.350362,0.016327
id07809,0.960637,0.022516,0.016847
id13081,0.010162,0.010958,0.978880
id11381,0.040109,0.003328,0.956563
id14721,0.275219,0.347744,0.377038
id07800,0.568545,0.037128,0.394327
id13883,0.160649,0.203516,0.635835
id04488,0.235961,0.607876,0.156163
id03530,0.606203,0.039944,0.353853
id15823,0.030107,0.002401,0.967493
id11701,0.150057,0.065536,0.784407
id07806,0.002158,0.980921,0.016921
id19036,0.020385,0.973694,0.005921
id20765,0.730633,0.174378,0.094990
